scene,variant,render_seconds
scene,variant,render_seconds
bicycle,"GS3D_Sampled (opticaldepth, volumetric -- default)",1.739592
bicycle,GS3D_Sampled_OpticalDepth_Importance,1.795441
bicycle,GS3D_Sampled_OpticalDepth_Center,1.714279
bicycle,GS3D_Sampled_Sun_Volumetric,1.903536
bicycle,GS3D_Sampled_Sun_Importance,1.948657
bicycle,GS3D_Sampled_Sun_Center,1.853570
