scene,variant,render_seconds
scene,variant,render_seconds
drjohnson,"GS3D_Sampled (opticaldepth, volumetric -- default)",0.173276
drjohnson,GS3D_Sampled_OpticalDepth_Importance,0.179663
drjohnson,GS3D_Sampled_OpticalDepth_Center,0.170769
drjohnson,GS3D_Sampled_Sun_Volumetric,0.182137
drjohnson,GS3D_Sampled_Sun_Importance,0.194003
drjohnson,GS3D_Sampled_Sun_Center,0.182106
